249000,-22.8946184,-43.2624917,2,1,64,NA,NA,1534854395503,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-a-venda-engenho-novo-rio-de-janeiro-2931493463.html%2F4"
3000,-22.9838203,-43.2270961,1,NA,40,1,1,1535063121732,"apart","rent","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-para-aluguel-no-leblon-2937418989.html%23map%2F4"
299000,-22.9146298,-43.2461084,3,2,100,NA,1,1534997622174,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-03-quartos-100m-2937080587.html%2F4"
2350,-22.9354534,-43.1838521,2,1,83,1,NA,1535174132847,"apart","rent","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-para-aluguel-em-laranjeiras-2938558135.html%23map%2F4"
200000,-22.8835722,-43.4386206,2,1,68,1,NA,1534850961284,"apart","sell","https%3A%2F%2Fwww.imoveiscuritiba.com.br%2Fpropriedades%2Fotimo-apartamento-sala-2-quartos-garagem-2936176184.html%2F4"
270000,-22.8775777,-43.2649034,2,1,62,1,1,1535079531505,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Frio-parque-carioca-apartamentos-de-2-ou-3-quartos-com-2927738511.html%2F4"
320000,-22.93949,-43.362032,2,NA,60,1,NA,1534721449364,"house","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fcasa-de-condominio-2-quartos-pechincha-zona-oeste-rio-de-janeiro-60m2-venda-RS320000-id-92133407%2F%23contato%2F4"
380000,-22.932551,-43.351755,2,NA,89,1,NA,1534975863443,"apart","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-anil-zona-oeste-rio-de-janeiro-89m2-venda-RS380000-id-94266152%2F%2F4"
1933000,-22.987265,-43.3540548,4,3,192,3,4,1535458879675,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-a-venda-04-suites-3-vagas-on-the-park-2937152877.html%23map%2F4"
400,-22.8855656,-43.3197189,1,1,36,1,NA,1534750781989,"apart","rent","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-1-quarto-quintino-bocaiuva-2937811620.html%2F4"
1250000,-22.811721,-43.2049505,3,NA,220,2,NA,1534761072239,"apart","sell","https%3A%2F%2Fwww.agenteimovel.com.br%2Fimovel%2Fa-venda%2Frua-professor-verissimo-da-costa%2Fjardim-guanabara%2Frj%2F7389794.htm%2F4"
125000,-22.8803286,-43.5353911,2,1,50,1,NA,1535549814530,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fexcelente-apartamento-bem-conservado-2-quartos-em-2932526346.html%23map%2F4"
2100,-22.9279362,-43.1791243,2,NA,66,1,1,1535670383905,"apart","rent","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-para-aluguel-em-catete-2937037830.html%23map%2F4"
980000,-22.9349646,-43.1841966,2,2,90,1,1,1534966839833,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-a-venda-laranjeiras-rio-de-janeiro-2938487741.html%2F4"
220000,-22.903584,-43.566243,2,NA,80,1,NA,1535373786790,"house","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fcasa-2-quartos-campo-grande-zona-oeste-rio-de-janeiro-com-garagem-80m2-venda-RS220000-id-1038699479%2F%2F4"
350000,-22.8062,-43.193776,2,NA,90,1,NA,1535711476521,"house","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fcasa-2-quartos-jardim-carioca-ilha-do-governador-rio-de-janeiro-com-garagem-90m2-venda-RS350000-id-95478488%2F%2F4"
350000,-22.9095701,-43.2986566,2,NA,67,1,NA,1534724430684,"apart","sell","https%3A%2F%2Fwww.agenteimovel.com.br%2Fimovel%2Fa-venda%2Frua-mapurari%2Fengenho-de-dentro%2Frj%2F7386893.htm%2F4"
1360000,-22.9320794,-43.2375112,3,NA,158,2,NA,1535245384378,"apart","sell","https%3A%2F%2Fwww.agenteimovel.com.br%2Fimovel%2Fa-venda%2Ftijuca%2Frj%2F6623017.htm%2F4"
